"ORDER_ID","CUSTOMER_ID","PRODUCT_ID","ORDER_DATE","SHIPPED_DATE","DELIVERY_DATE","QUANTITY","STATUS","COURIER_PARTNER","EXP_REJECT_REASON"
360452,1040,"P_015","2025-07-09","2025-07-13","2025-07-21",4,"InTransit","BlueDart","Status Not"
388928,1009,"P_004","2026-03-17","2026-03-21","2026-03-23",3,"InTransit","DTDC","Status Not"
308013,1038,"P_009","2024-06-28","2024-07-03","2024-07-12",3,"InTransit","DTDC","Status Not"
317938,1029,"P_012","2024-08-01","2024-08-02","2024-08-05",1,"InTransit","DTDC","Status Not"
323794,1027,"P_014","2024-10-23","2024-10-25","",3,"InTransit","XpressBees","Status Not"
344948,1013,"P_011","2025-03-28","2025-03-31","2025-04-03",1,"InTransit","XpressBees","Status Not"
317457,1036,"P_010","2024-08-02","2024-08-02","2024-08-12",3,"InTransit","BlueDart","Status Not"
334818,1049,"P_011","2025-01-06","2025-01-06","2025-01-10",4,"InTransit","DTDC","Status Not"
304025,1011,"P_007","2024-05-21","2024-05-22","2024-05-27",1,"InTransit","XpressBees","Status Not"
356416,1034,"P_009","2025-06-12","2025-06-14","2025-06-16",3,"InTransit","BlueDart","Status Not"
315531,1038,"P_016","2024-08-04","2024-08-06","2024-08-14",2,"InTransit","XpressBees","Status Not"
361789,1022,"P_011","2025-08-20","2025-08-21","2025-08-26",2,"InTransit","XpressBees","Status Not"
370978,1040,"P_005","2025-10-11","2025-10-13","2025-10-15",2,"InTransit","XpressBees","Status Not"
389374,1036,"P_016","2026-03-30","2026-03-30","2026-03-31",4,"InTransit","EcomExpress","Status Not"
386611,1032,"P_018","2026-02-13","2026-02-18","2026-02-20",3,"InTransit","Delhivery","Status Not"
305098,1005,"P_019","2024-05-21","2024-05-24","2024-06-01",5,"InTransit","BlueDart","Status Not"
331892,1047,"P_017","2024-12-13","2024-12-18","",3,"InTransit","EcomExpress","Status Not"
339818,1041,"P_004","2025-02-24","2025-02-27","2025-03-08",4,"InTransit","DTDC","Status Not"
312673,1019,"P_005","2024-07-25","2024-07-27","2024-08-02",3,"InTransit","EcomExpress","Status Not"
308266,1007,"P_010","2024-06-08","2024-06-09","2024-06-12",1,"InTransit","Delhivery","Status Not"
389864,1037,"P_010","2026-03-24","2026-03-24","",3,"InTransit","DTDC","Status Not"
351005,1025,"P_012","2025-05-07","2025-05-11","2025-05-15",1,"InTransit","XpressBees","Status Not"
390061,1018,"P_001","2026-03-13","2026-03-17","2026-03-25",5,"InTransit","BlueDart","Status Not"
343358,1026,"P_009","2025-03-01","2025-03-06","2025-03-14",4,"InTransit","EcomExpress","Status Not"
349033,1022,"P_016","2025-04-21","2025-04-23","2025-04-27",3,"InTransit","Delhivery","Status Not"
373201,1046,"P_009","2025-11-07","2025-11-07","2025-11-17",4,"InTransit","BlueDart","Status Not"
370535,1037,"P_019","2025-10-14","2025-10-18","",1,"InTransit","XpressBees","Status Not"
338061,1032,"P_002","2025-02-11","2025-02-16","2025-02-26",1,"InTransit","Delhivery","Status Not"
368437,1048,"P_006","2025-10-29","2025-10-29","2025-11-03",2,"InTransit","DTDC","Status Not"
321294,1010,"P_001","2024-09-28","2024-09-30","2024-10-09",4,"InTransit","XpressBees","Status Not"
352051,1044,"P_009","2025-05-06","2025-05-07","2025-05-09",2,"InTransit","DTDC","Status Not"
336948,1010,"P_006","2025-01-14","2025-01-15","2025-01-24",1,"InTransit","BlueDart","Status Not"
339058,1010,"P_011","2025-02-10","2025-02-11","2025-02-18",1,"InTransit","BlueDart","Status Not"
330500,1034,"P_011","2024-12-17","2024-12-17","2024-12-23",2,"InTransit","Delhivery","Status Not"
341454,1009,"P_020","2025-03-20","2025-03-20","2025-03-27",4,"InTransit","EcomExpress","Status Not"
327127,1002,"P_016","2024-11-09","2024-11-11","2024-11-16",2,"InTransit","BlueDart","Status Not"
335163,1005,"P_015","2025-01-21","2025-01-23","2025-01-26",5,"InTransit","BlueDart","Status Not"
384969,1030,"P_003","2026-02-26","2026-03-02","2026-03-06",5,"InTransit","BlueDart","Status Not"
333170,1014,"P_017","2024-12-17","2024-12-22","2024-12-26",5,"InTransit","XpressBees","Status Not"
384870,1040,"P_015","2026-02-23","2026-02-25","2026-03-05",5,"InTransit","BlueDart","Status Not"
373296,1043,"P_015","2025-11-30","2025-12-03","2025-12-10",3,"InTransit","DTDC","Status Not"
353263,1001,"P_010","2025-05-13","2025-05-16","2025-05-21",5,"InTransit","Delhivery","Status Not"
383563,1034,"P_019","2026-02-18","2026-02-19","2026-02-22",5,"InTransit","Delhivery","Status Not"
384872,1022,"P_002","2026-02-24","2026-02-28","2026-03-09",2,"InTransit","BlueDart","Status Not"
362138,1014,"P_006","2025-08-22","2025-08-22","2025-08-23",1,"InTransit","BlueDart","Status Not"
358503,1050,"P_013","2025-07-14","2025-07-18","2025-07-24",2,"InTransit","EcomExpress","Status Not"
380722,1042,"P_015","2026-01-09","2026-01-11","2026-01-12",4,"InTransit","XpressBees","Status Not"
302203,1049,"P_002","2024-04-16","2024-04-19","2024-04-25",5,"InTransit","XpressBees","Status Not"
366541,1003,"P_004","2025-09-09","2025-09-10","2025-09-18",5,"InTransit","BlueDart","Status Not"
370218,1031,"P_004","2025-10-30","2025-11-04","2025-11-09",5,"InTransit","BlueDart","Status Not"
377576,1004,"P_019","2025-12-28","2025-12-30","2026-01-01",5,"InTransit","XpressBees","Status Not"
337477,1025,"P_019","2025-02-06","2025-02-09","2025-02-16",2,"InTransit","XpressBees","Status Not"
363509,1009,"P_011","2025-08-24","2025-08-28","2025-08-30",3,"InTransit","EcomExpress","Status Not"
313058,1043,"P_005","2024-07-04","2024-07-09","2024-07-11",2,"InTransit","BlueDart","Status Not"
312187,1012,"P_015","2024-07-20","2024-07-25","2024-07-30",3,"InTransit","DTDC","Status Not"
328026,1017,"P_012","2024-11-01","2024-11-02","2024-11-12",2,"InTransit","Delhivery","Status Not"
368258,1005,"P_014","2025-10-22","2025-10-22","2025-10-31",4,"InTransit","XpressBees","Status Not"
360437,1014,"P_019","2025-07-24","2025-07-26","2025-08-02",3,"InTransit","XpressBees","Status Not"
336322,1029,"P_011","2025-01-09","2025-01-13","2025-01-14",5,"InTransit","EcomExpress","Status Not"
383066,1044,"P_018","2026-01-03","2026-01-08","2026-01-11",2,"InTransit","DTDC","Status Not"
306213,1012,"P_002","2024-05-30","2024-06-02","2024-06-05",1,"InTransit","BlueDart","Status Not"
333603,1022,"P_018","2025-01-10","2025-01-15","2025-01-22",4,"InTransit","XpressBees","Status Not"
339193,1015,"P_005","2025-02-18","2025-02-19","2025-03-01",2,"InTransit","DTDC","Status Not"
300431,1023,"P_009","2024-04-07","2024-04-09","",4,"InTransit","DTDC","Status Not"
315761,1041,"P_015","2024-08-10","2024-08-14","2024-08-16",5,"InTransit","Delhivery","Status Not"
380747,1024,"P_018","2026-01-16","2026-01-20","2026-01-27",4,"InTransit","XpressBees","Status Not"
329575,1021,"P_019","2024-12-17","2024-12-17","",4,"InTransit","EcomExpress","Status Not"
361228,1022,"P_007","2025-08-12","2025-08-14","2025-08-16",5,"InTransit","EcomExpress","Status Not"
384618,1031,"P_012","2026-02-07","2026-02-08","2026-02-11",4,"InTransit","BlueDart","Status Not"
349232,1031,"P_005","2025-04-17","2025-04-21","2025-04-26",5,"InTransit","Delhivery","Status Not"
319617,1007,"P_008","2024-09-30","2024-10-04","",5,"InTransit","Delhivery","Status Not"
309407,1048,"P_019","2024-06-04","2024-06-08","2024-06-15",2,"InTransit","XpressBees","Status Not"
347516,1048,"P_017","2025-04-19","2025-04-19","2025-04-23",4,"InTransit","DTDC","Status Not"
358614,1048,"P_005","2025-07-25","2025-07-30","",5,"InTransit","EcomExpress","Status Not"
387254,1026,"P_017","2026-03-01","2026-03-03","2026-03-05",2,"InTransit","DTDC","Status Not"
317447,1046,"P_005","2024-08-31","2024-09-04","2024-09-05",2,"InTransit","XpressBees","Status Not"
373751,1036,"P_005","2025-11-21","2025-11-25","2025-11-29",1,"InTransit","Delhivery","Status Not"
311421,1016,"P_008","2024-07-10","2024-07-15","2024-07-19",1,"InTransit","EcomExpress","Status Not"
360315,1018,"P_005","2025-07-12","2025-07-16","",1,"InTransit","EcomExpress","Status Not"
327461,1023,"P_001","2024-11-05","2024-11-05","2024-11-14",1,"InTransit","EcomExpress","Status Not"
372497,1041,"P_015","2025-11-28","2025-12-03","2025-12-12",2,"InTransit","BlueDart","Status Not"
360814,1003,"P_009","2025-08-10","2025-08-14","2025-08-23",2,"InTransit","DTDC","Status Not"
379652,1034,"P_006","2026-01-28","2026-01-31","2026-02-04",2,"InTransit","EcomExpress","Status Not"
362222,1021,"P_006","2025-08-09","2025-08-10","2025-08-11",1,"InTransit","XpressBees","Status Not"
381670,1050,"P_005","2026-01-05","2026-01-09","2026-01-16",2,"InTransit","BlueDart","Status Not"
311464,1035,"P_003","2024-07-09","2024-07-14","2024-07-15",3,"InTransit","Delhivery","Status Not"
379729,1017,"P_005","2026-01-08","2026-01-12","2026-01-20",3,"InTransit","Delhivery","Status Not"
353294,1010,"P_020","2025-05-07","2025-05-11","2025-05-21",4,"InTransit","XpressBees","Status Not"
375922,1043,"P_020","2025-12-17","2025-12-18","2025-12-22",1,"InTransit","BlueDart","Status Not"
312812,1045,"P_012","2024-07-11","2024-07-14","2024-07-22",4,"InTransit","DTDC","Status Not"
302233,1003,"P_020","2024-04-27","2024-05-02","",4,"InTransit","DTDC","Status Not"
301626,1048,"P_014","2024-04-28","2024-04-28","2024-05-04",4,"InTransit","Delhivery","Status Not"
358414,1027,"P_013","2025-07-07","2025-07-09","2025-07-11",3,"InTransit","DTDC","Status Not"
308646,1036,"P_016","2024-06-08","2024-06-13","2024-06-15",5,"InTransit","XpressBees","Status Not"
338228,1006,"P_013","2025-02-23","2025-02-23","2025-03-02",2,"InTransit","DTDC","Status Not"
334496,1030,"P_004","2025-01-23","2025-01-28","",1,"InTransit","BlueDart","Status Not"
358787,1027,"P_011","2025-07-19","2025-07-22","2025-07-30",1,"InTransit","BlueDart","Status Not"
303230,1050,"P_001","2024-04-24","2024-04-27","2024-05-05",3,"InTransit","BlueDart","Status Not"
355660,1034,"P_003","2025-06-16","2025-06-21","2025-06-23",2,"InTransit","DTDC","Status Not"
386566,1036,"P_019","2026-02-03","2026-02-08","2026-02-18",2,"InTransit","EcomExpress","Status Not"
339962,1023,"P_019","2025-02-14","2025-02-14","2025-02-15",4,"InTransit","BlueDart","Status Not"
328955,1011,"P_019","2024-11-22","2024-11-23","2024-12-01",5,"InTransit","BlueDart","Status Not"
376181,1019,"P_008","2025-12-24","2025-12-28","",3,"InTransit","XpressBees","Status Not"
306709,1014,"P_020","2024-05-04","2024-05-08","2024-05-10",1,"InTransit","EcomExpress","Status Not"
359930,1042,"P_009","2025-07-17","2025-07-19","2025-07-27",4,"InTransit","BlueDart","Status Not"
312846,1008,"P_010","2024-07-07","2024-07-07","2024-07-11",5,"InTransit","DTDC","Status Not"
351149,1030,"P_007","2025-05-02","2025-05-06","2025-05-07",3,"InTransit","Delhivery","Status Not"
358444,1042,"P_006","2025-07-25","2025-07-29","2025-08-01",4,"InTransit","EcomExpress","Status Not"
306188,1016,"P_017","2024-05-28","2024-05-29","2024-05-31",3,"InTransit","BlueDart","Status Not"
312789,1012,"P_003","2024-07-04","2024-07-07","2024-07-11",2,"InTransit","BlueDart","Status Not"
351692,1048,"P_007","2025-05-19","2025-05-21","2025-05-29",1,"InTransit","EcomExpress","Status Not"
360893,1040,"P_005","2025-08-19","2025-08-20","2025-08-27",3,"InTransit","DTDC","Status Not"
333159,1049,"P_014","2024-12-09","2024-12-09","2024-12-13",4,"InTransit","Delhivery","Status Not"
384151,1027,"P_004","2026-02-17","2026-02-19","2026-02-28",4,"InTransit","XpressBees","Status Not"
363125,1012,"P_005","2025-08-07","2025-08-09","2025-08-16",5,"InTransit","EcomExpress","Status Not"
310256,1026,"P_010","2024-06-29","2024-07-02","2024-07-04",2,"InTransit","Delhivery","Status Not"
373704,1010,"P_014","2025-11-06","2025-11-07","2025-11-17",3,"InTransit","EcomExpress","Status Not"
304714,1038,"P_003","2024-05-15","2024-05-15","2024-05-19",3,"InTransit","EcomExpress","Status Not"
353244,1030,"P_002","2025-05-09","2025-05-12","2025-05-21",2,"InTransit","DTDC","Status Not"
386372,1034,"P_018","2026-02-25","2026-02-28","2026-03-04",5,"InTransit","Delhivery","Status Not"
342863,1023,"P_014","2025-03-20","2025-03-20","2025-03-30",5,"InTransit","EcomExpress","Status Not"
318158,1046,"P_002","2024-08-16","2024-08-20","2024-08-23",3,"InTransit","EcomExpress","Status Not"
322028,1018,"P_010","2024-09-20","2024-09-24","2024-09-25",3,"InTransit","XpressBees","Status Not"
311750,1026,"P_016","2024-07-10","2024-07-10","",5,"InTransit","BlueDart","Status Not"
338561,1043,"P_003","2025-02-13","2025-02-18","2025-02-24",4,"InTransit","Delhivery","Status Not"
329178,1021,"P_011","2024-11-03","2024-11-07","2024-11-09",2,"InTransit","EcomExpress","Status Not"
369581,1020,"P_007","2025-10-12","2025-10-16","2025-10-18",2,"InTransit","XpressBees","Status Not"
384224,1017,"P_017","2026-02-14","2026-02-16","2026-02-20",4,"InTransit","DTDC","Status Not"
309578,1047,"P_008","2024-06-24","2024-06-28","2024-07-06",4,"InTransit","DTDC","Status Not"
372995,1001,"P_011","2025-11-15","2025-11-20","2025-11-22",1,"InTransit","XpressBees","Status Not"
364614,1029,"P_015","2025-09-24","2025-09-24","2025-09-25",1,"InTransit","EcomExpress","Status Not"
372267,1027,"P_004","2025-11-23","2025-11-27","2025-12-04",2,"InTransit","BlueDart","Status Not"
374698,1028,"P_002","2025-11-14","2025-11-17","2025-11-27",2,"InTransit","EcomExpress","Status Not"
330684,1033,"P_010","2024-12-18","2024-12-18","2024-12-19",2,"InTransit","EcomExpress","Status Not"
330840,1019,"P_011","2024-12-17","2024-12-22","2024-12-27",2,"InTransit","BlueDart","Status Not"
363495,1049,"P_003","2025-08-23","2025-08-28","2025-09-03",2,"InTransit","EcomExpress","Status Not"
373233,1021,"P_014","2025-11-07","2025-11-08","2025-11-18",4,"InTransit","EcomExpress","Status Not"
324222,1038,"P_012","2024-10-06","2024-10-11","2024-10-18",1,"InTransit","EcomExpress","Status Not"
333577,1001,"P_016","2025-01-17","2025-01-18","2025-01-23",3,"InTransit","EcomExpress","Status Not"
334009,1034,"P_014","2025-01-29","2025-01-31","2025-02-03",4,"InTransit","XpressBees","Status Not"
315043,1043,"P_001","2024-08-24","2024-08-25","2024-09-04",4,"InTransit","XpressBees","Status Not"
342426,1001,"P_005","2025-03-12","2025-03-16","2025-03-24",5,"InTransit","XpressBees","Status Not"
363682,1015,"P_014","2025-08-07","2025-08-08","2025-08-09",2,"InTransit","DTDC","Status Not"
365699,1006,"P_009","2025-09-09","2025-09-09","2025-09-15",5,"InTransit","BlueDart","Status Not"
322620,1019,"P_013","2024-10-02","2024-10-05","2024-10-07",1,"InTransit","EcomExpress","Status Not"
316342,1035,"P_020","2024-08-14","2024-08-14","2024-08-15",5,"InTransit","XpressBees","Status Not"
367656,1036,"P_007","2025-09-22","2025-09-26","",5,"InTransit","XpressBees","Status Not"
324722,1006,"P_005","2024-10-06","2024-10-06","2024-10-09",5,"InTransit","BlueDart","Status Not"
356899,1025,"P_015","2025-07-08","2025-07-09","2025-07-13",4,"InTransit","BlueDart","Status Not"
361463,1018,"P_004","2025-08-24","2025-08-28","2025-09-03",3,"InTransit","Delhivery","Status Not"
381255,1022,"P_007","2026-01-23","2026-01-24","2026-02-02",1,"InTransit","Delhivery","Status Not"
386462,1034,"P_019","2026-02-12","2026-02-14","2026-02-22",3,"InTransit","DTDC","Status Not"
321302,1005,"P_020","2024-09-06","2024-09-09","2024-09-18",2,"InTransit","Delhivery","Status Not"
387685,1034,"P_019","2026-03-25","2026-03-30","",2,"InTransit","DTDC","Status Not"
359839,1007,"P_012","2025-07-17","2025-07-17","",5,"InTransit","DTDC","Status Not"
308213,1035,"P_018","2024-06-21","2024-06-26","",5,"InTransit","EcomExpress","Status Not"
326334,1030,"P_020","2024-11-03","2024-11-07","2024-11-16",3,"InTransit","EcomExpress","Status Not"
357288,1031,"P_012","2025-07-26","2025-07-26","2025-08-01",5,"InTransit","BlueDart","Status Not"
350668,1013,"P_020","2025-05-05","2025-05-09","2025-05-13",1,"InTransit","Delhivery","Status Not"
321117,1014,"P_007","2024-09-13","2024-09-15","2024-09-20",3,"InTransit","Delhivery","Status Not"
364165,1045,"P_008","2025-08-26","2025-08-31","2025-09-06",3,"InTransit","XpressBees","Status Not"
374317,1007,"P_015","2025-11-18","2025-11-18","2025-11-21",3,"InTransit","BlueDart","Status Not"
327280,1006,"P_010","2024-11-02","2024-11-02","2024-11-10",1,"InTransit","DTDC","Status Not"
382939,1020,"P_017","2026-01-22","2026-01-25","2026-02-03",3,"InTransit","XpressBees","Status Not"
353217,1003,"P_007","2025-05-19","2025-05-22","2025-05-29",5,"InTransit","DTDC","Status Not"
327028,1033,"P_004","2024-11-04","2024-11-05","2024-11-11",5,"InTransit","XpressBees","Status Not"
341163,1003,"P_020","2025-02-13","2025-02-15","2025-02-24",2,"InTransit","BlueDart","Status Not"
316520,1042,"P_006","2024-08-22","2024-08-26","",3,"InTransit","EcomExpress","Status Not"
324083,1034,"P_011","2024-10-18","2024-10-23","2024-10-31",2,"InTransit","EcomExpress","Status Not"
318073,1039,"P_002","2024-08-25","2024-08-28","2024-09-04",1,"InTransit","XpressBees","Status Not"
322034,1042,"P_003","2024-09-08","2024-09-09","2024-09-16",4,"InTransit","DTDC","Status Not"
334930,1045,"P_010","2025-01-09","2025-01-11","2025-01-14",1,"InTransit","XpressBees","Status Not"
304775,1033,"P_015","2024-05-20","2024-05-21","2024-05-26",5,"InTransit","DTDC","Status Not"
346681,1025,"P_017","2025-04-17","2025-04-18","2025-04-20",3,"InTransit","EcomExpress","Status Not"
304903,1024,"P_002","2024-05-28","2024-06-02","",1,"InTransit","DTDC","Status Not"
332085,1033,"P_012","2024-12-27","2024-12-30","2025-01-06",2,"InTransit","BlueDart","Status Not"
324374,1016,"P_016","2024-10-30","2024-11-01","2024-11-09",3,"InTransit","Delhivery","Status Not"
314479,1029,"P_006","2024-08-22","2024-08-22","2024-08-27",5,"InTransit","BlueDart","Status Not"
378136,1043,"P_012","2025-12-02","2025-12-07","2025-12-17",1,"InTransit","BlueDart","Status Not"
313139,1011,"P_016","2024-07-04","2024-07-04","2024-07-11",3,"InTransit","DTDC","Status Not"
346120,1024,"P_018","2025-04-10","2025-04-11","2025-04-18",5,"InTransit","Delhivery","Status Not"
357874,1034,"P_007","2025-07-24","2025-07-29","",1,"InTransit","BlueDart","Status Not"
308529,1025,"P_020","2024-06-16","2024-06-19","2024-06-28",3,"InTransit","Delhivery","Status Not"
369847,1032,"P_004","2025-10-18","2025-10-18","2025-10-22",4,"InTransit","XpressBees","Status Not"
335622,1035,"P_011","2025-01-18","2025-01-20","2025-01-26",3,"InTransit","EcomExpress","Status Not"
371085,1031,"P_019","2025-10-14","2025-10-16","2025-10-24",2,"InTransit","EcomExpress","Status Not"
332673,1046,"P_013","2024-12-30","2024-12-30","2025-01-07",5,"InTransit","XpressBees","Status Not"
318926,1017,"P_011","2024-09-13","2024-09-17","2024-09-20",5,"InTransit","Delhivery","Status Not"
351635,1028,"P_004","2025-05-24","2025-05-29","2025-06-02",5,"InTransit","BlueDart","Status Not"
335368,1050,"P_020","2025-01-23","2025-01-26","2025-02-05",3,"InTransit","XpressBees","Status Not"
349745,1044,"P_014","2025-05-01","2025-05-02","2025-05-12",2,"InTransit","BlueDart","Status Not"
331517,1017,"P_005","2024-12-19","2024-12-20","2024-12-29",1,"InTransit","Delhivery","Status Not"
311972,1006,"P_005","2024-07-31","2024-08-04","2024-08-07",1,"InTransit","XpressBees","Status Not"
350320,1033,"P_012","2025-05-11","2025-05-12","2025-05-21",5,"InTransit","Delhivery","Status Not"
366653,1027,"P_014","2025-09-28","2025-09-29","2025-09-30",3,"InTransit","DTDC","Status Not"
319923,1036,"P_005","2024-09-20","2024-09-23","2024-09-26",5,"InTransit","XpressBees","Status Not"
342977,1028,"P_008","2025-03-23","2025-03-26","2025-03-30",2,"InTransit","Delhivery","Status Not"
332656,1036,"P_011","2024-12-20","2024-12-25","2024-12-28",1,"InTransit","EcomExpress","Status Not"
331883,1012,"P_009","2024-12-28","2024-12-30","2025-01-04",5,"InTransit","Delhivery","Status Not"
375980,1025,"P_004","2025-12-13","2025-12-14","2025-12-20",5,"InTransit","BlueDart","Status Not"
342168,1017,"P_012","2025-03-30","2025-04-03","2025-04-11",4,"InTransit","XpressBees","Status Not"
330909,1011,"P_020","2024-12-18","2024-12-18","2024-12-27",5,"InTransit","Delhivery","Status Not"
381534,1031,"P_014","2026-01-03","2026-01-07","2026-01-14",5,"InTransit","XpressBees","Status Not"
317781,1036,"P_002","2024-08-11","2024-08-15","2024-08-18",4,"InTransit","BlueDart","Status Not"
380714,1038,"P_008","2026-01-18","2026-01-23","2026-01-27",3,"InTransit","XpressBees","Status Not"
359450,1001,"P_006","2025-07-19","2025-07-21","2025-07-28",2,"InTransit","Delhivery","Status Not"
373885,1028,"P_018","2025-11-05","2025-11-07","2025-11-17",1,"InTransit","DTDC","Status Not"
312347,1021,"P_008","2024-07-30","2024-07-31","2024-08-05",4,"InTransit","XpressBees","Status Not"
353461,1038,"P_010","2025-06-05","2025-06-10","2025-06-13",4,"InTransit","BlueDart","Status Not"
368148,1035,"P_007","2025-10-16","2025-10-19","2025-10-25",3,"InTransit","BlueDart","Status Not"
368913,1045,"P_014","2025-10-19","2025-10-24","2025-10-31",4,"InTransit","Delhivery","Status Not"
369180,1002,"P_019","2025-10-28","2025-10-28","",5,"InTransit","Delhivery","Status Not"
307666,1007,"P_008","2024-06-08","2024-06-08","2024-06-10",2,"InTransit","XpressBees","Status Not"
307988,1016,"P_008","2024-06-26","2024-06-28","2024-07-03",1,"InTransit","BlueDart","Status Not"
332638,1003,"P_018","2024-12-03","2024-12-07","2024-12-15",1,"InTransit","Delhivery","Status Not"
338625,1006,"P_017","2025-02-18","2025-02-21","2025-02-24",2,"InTransit","DTDC","Status Not"
358852,1037,"P_007","2025-07-08","2025-07-12","2025-07-22",2,"InTransit","DTDC","Status Not"
325839,1048,"P_020","2024-11-21","2024-11-22","2024-11-26",5,"InTransit","Delhivery","Status Not"
388353,1032,"P_005","2026-03-19","2026-03-21","2026-03-24",1,"InTransit","Delhivery","Status Not"
308923,1047,"P_011","2024-06-24","2024-06-28","2024-07-08",4,"InTransit","DTDC","Status Not"
316100,1002,"P_004","2024-08-18","2024-08-18","2024-08-27",3,"InTransit","EcomExpress","Status Not"
386095,1047,"P_003","2026-02-02","2026-02-05","2026-02-13",4,"InTransit","DTDC","Status Not"
342866,1026,"P_015","2025-03-03","2025-03-03","2025-03-05",4,"InTransit","Delhivery","Status Not"
313371,1012,"P_017","2024-07-23","2024-07-23","2024-07-26",3,"InTransit","Delhivery","Status Not"
354379,1003,"P_014","2025-06-11","2025-06-15","2025-06-20",2,"InTransit","BlueDart","Status Not"
380523,1015,"P_019","2026-01-11","2026-01-11","2026-01-13",4,"InTransit","DTDC","Status Not"
307339,1016,"P_003","2024-06-24","2024-06-27","2024-07-03",5,"InTransit","XpressBees","Status Not"
377852,1029,"P_020","2025-12-02","2025-12-05","2025-12-06",1,"InTransit","Delhivery","Status Not"
306124,1005,"P_020","2024-05-20","2024-05-25","2024-06-04",3,"InTransit","EcomExpress","Status Not"
356705,1002,"P_020","2025-07-18","2025-07-18","",3,"InTransit","EcomExpress","Status Not"
353165,1044,"P_015","2025-05-24","2025-05-25","2025-06-01",4,"InTransit","DTDC","Status Not"
316340,1019,"P_008","2024-08-16","2024-08-21","2024-08-31",5,"InTransit","BlueDart","Status Not"
353076,1019,"P_007","2025-05-31","2025-06-03","2025-06-12",4,"InTransit","DTDC","Status Not"
359438,1001,"P_014","2025-07-06","2025-07-08","2025-07-16",1,"InTransit","EcomExpress","Status Not"
311327,1010,"P_005","2024-07-15","2024-07-18","2024-07-21",4,"InTransit","EcomExpress","Status Not"
336822,1036,"P_015","2025-01-17","2025-01-21","2025-01-28",4,"InTransit","EcomExpress","Status Not"
381268,1004,"P_008","2026-01-12","2026-01-13","2026-01-15",1,"InTransit","XpressBees","Status Not"
325591,1020,"P_014","2024-10-25","2024-10-30","2024-11-09",5,"InTransit","XpressBees","Status Not"
343052,1049,"P_012","2025-03-24","2025-03-28","2025-04-07",5,"InTransit","XpressBees","Status Not"
350677,1022,"P_019","2025-05-22","2025-05-23","2025-05-31",3,"InTransit","XpressBees","Status Not"
374237,1003,"P_006","2025-11-26","2025-11-26","2025-12-03",3,"InTransit","BlueDart","Status Not"
301737,1048,"P_015","2024-04-14","2024-04-14","",3,"InTransit","EcomExpress","Status Not"
343839,1027,"P_016","2025-03-27","2025-03-28","2025-03-30",3,"InTransit","BlueDart","Status Not"
305535,1028,"P_007","2024-05-09","2024-05-14","2024-05-19",5,"InTransit","DTDC","Status Not"
387597,1019,"P_018","2026-03-04","2026-03-06","",4,"InTransit","Delhivery","Status Not"
310466,1045,"P_019","2024-06-18","2024-06-20","2024-06-27",1,"InTransit","BlueDart","Status Not"
344908,1031,"P_017","2025-03-14","2025-03-16","",2,"InTransit","Delhivery","Status Not"
375609,1033,"P_020","2025-11-28","2025-11-30","2025-12-05",2,"InTransit","BlueDart","Status Not"
385373,1002,"P_008","2026-02-28","2026-03-04","2026-03-13",5,"InTransit","XpressBees","Status Not"
362725,1002,"P_009","2025-08-14","2025-08-15","2025-08-19",4,"InTransit","XpressBees","Status Not"
377274,1023,"P_010","2025-12-19","2025-12-24","2025-12-30",1,"InTransit","Delhivery","Status Not"
362238,1027,"P_008","2025-08-18","2025-08-20","2025-08-28",1,"InTransit","Delhivery","Status Not"
342232,1012,"P_013","2025-03-16","2025-03-17","2025-03-27",4,"InTransit","Delhivery","Status Not"
330358,1005,"P_018","2024-12-21","2024-12-26","2025-01-04",3,"InTransit","Delhivery","Status Not"
380581,1044,"P_015","2026-01-06","2026-01-08","2026-01-12",4,"InTransit","DTDC","Status Not"
300503,1008,"P_001","2024-04-18","2024-04-22","2024-04-24",1,"InTransit","XpressBees","Status Not"
371992,1017,"P_004","2025-10-25","2025-10-25","",3,"InTransit","BlueDart","Status Not"
363693,1002,"P_018","2025-08-24","2025-08-24","2025-08-31",5,"InTransit","XpressBees","Status Not"
361081,1047,"P_019","2025-08-07","2025-08-12","2025-08-15",3,"InTransit","EcomExpress","Status Not"
367588,1032,"P_013","2025-09-25","2025-09-28","2025-10-01",2,"InTransit","DTDC","Status Not"
365355,1008,"P_009","2025-09-12","2025-09-13","2025-09-17",2,"InTransit","BlueDart","Status Not"
340605,1003,"P_010","2025-02-14","2025-02-15","2025-02-20",5,"InTransit","XpressBees","Status Not"
334780,1006,"P_005","2025-01-07","2025-01-08","2025-01-09",5,"InTransit","Delhivery","Status Not"
354517,1027,"P_012","2025-06-27","2025-06-29","2025-07-06",1,"InTransit","BlueDart","Status Not"
353793,1010,"P_006","2025-06-20","2025-06-22","2025-06-26",2,"InTransit","Delhivery","Status Not"
333914,1050,"P_010","2025-01-23","2025-01-24","2025-01-30",3,"InTransit","BlueDart","Status Not"
383505,1006,"P_001","2026-02-15","2026-02-17","2026-02-23",4,"InTransit","BlueDart","Status Not"
335982,1007,"P_005","2025-01-16","2025-01-19","2025-01-25",2,"InTransit","EcomExpress","Status Not"
310387,1026,"P_009","2024-06-09","2024-06-13","2024-06-18",5,"InTransit","Delhivery","Status Not"
339722,1014,"P_009","2025-02-15","2025-02-20","2025-02-23",2,"InTransit","Delhivery","Status Not"
